title,painter,creation_date,author_gender,author_country,location_name,location_country,time_period,image_path,image_url
title,Abraham Susenier,,male,Dutch Republic,Museum of Fine Arts Ghent (MSK),Belgium,,"img/img_512/Abraham Susenier - Still Life with a Lemon, Grapes and a Rummer - 1905-D - Museum of Fine Arts Ghent (MSK).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Abraham%20Susenier%20-%20Still%20Life%20with%20a%20Lemon%2C%20Grapes%20and%20a%20Rummer%20-%201905-D%20-%20Museum%20of%20Fine%20Arts%20Ghent%20%28MSK%29.jpg
title,Pieter Claesz,,male,Southern Netherlands,Hermitage Museum,Russia,,img/img_512/Pieter Claesz workshop - Breakfast with Fish.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Claesz%20workshop%20-%20Breakfast%20with%20Fish.jpg
title,Jan Fyt,,male,Spanish Netherlands,Hermitage Museum,Russia,,"img/img_512/Jan Fyt - Still Life with Flowers, Fruit and Parrot.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Fyt%20-%20Still%20Life%20with%20Flowers%2C%20Fruit%20and%20Parrot.jpg
title,Jan Davidsz. de Heem,,male,Dutch Republic,Hermitage Museum,Russia,,img/img_512/Jan Davidsz. de Heem - Fruit and a Vase of Flowers - WGA11279.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Davidsz.%20de%20Heem%20-%20Fruit%20and%20a%20Vase%20of%20Flowers%20-%20WGA11279.jpg
title,Jacques Linard,,male,France,Thyssen-Bornemisza Museum,Spain,,img/img_512/Jacques Linard - Chinese Bowl with Flowers - WGA13047.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Linard%20-%20Chinese%20Bowl%20with%20Flowers%20-%20WGA13047.jpg
title,Jan Davidsz. de Heem,,male,Dutch Republic,Thyssen-Bornemisza Museum,Spain,,img/img_512/Jan Davidsz. de Heem - Still-Life with Flowers in a Glass Vase and Fruit - WGA11284.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Davidsz.%20de%20Heem%20-%20Still-Life%20with%20Flowers%20in%20a%20Glass%20Vase%20and%20Fruit%20-%20WGA11284.jpg
title,Willem Claesz. Heda,,male,Dutch Republic,Thyssen-Bornemisza Museum,Spain,,img/img_512/Willem Claesz. Heda - Still-Life - WGA11246.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20Claesz.%20Heda%20-%20Still-Life%20-%20WGA11246.jpg
title,Jan Brueghel the Elder,,male,Habsburg Netherlands,Hermitage Museum,Russia,,img/img_512/Hendrick van Balen (I) en Jan Brueghel (I) - Venus en Amor - ГЭ-3256 - Hermitage Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20van%20Balen%20%28I%29%20en%20Jan%20Brueghel%20%28I%29%20-%20Venus%20en%20Amor%20-%20%D0%93%D0%AD-3256%20-%20Hermitage%20Museum.jpg
title,Rachel Ruysch,1730.0,female,Dutch Republic,Hermitage Museum,Russia,,img/img_512/Rachel Ruysch - Still Life of Flowers Hermitage.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rachel%20Ruysch%20-%20Still%20Life%20of%20Flowers%20Hermitage.jpg
title,David Ryckaert III,,male,Habsburg Netherlands,Hermitage Museum,Russia,,img/img_512/David Rijckaert (III) - Peasant Woman with a Cat - WGA20587.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Rijckaert%20%28III%29%20-%20Peasant%20Woman%20with%20a%20Cat%20-%20WGA20587.jpg
title,Willem van Aelst,,male,Dutch Republic,Hermitage Museum,Russia,,img/img_512/Aelst - Snack 1660 - 1670 hermitage.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Aelst%20-%20Snack%201660%20-%201670%20hermitage.jpg
title,Jacob Jordaens,,male,Spanish Netherlands,Hermitage Museum,Russia,,img/img_512/Jacob Jordaens and Andries Daniels - Garland of Flowers with Virgin and Child.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Jordaens%20and%20Andries%20Daniels%20-%20Garland%20of%20Flowers%20with%20Virgin%20and%20Child.jpg
title,Juan Gris,1913.0,male,Spain,Thyssen-Bornemisza Museum,Spain,,img/img_512/25. El fumador (Frank Haviland).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/25.%20El%20fumador%20%28Frank%20Haviland%29.jpg
title,Ernst Ludwig Kirchner,1917.0,male,German Reich,Thyssen-Bornemisza Museum,Spain,,img/img_512/Ernst Ludwig Kirchner - Curving Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Ludwig%20Kirchner%20-%20Curving%20Bay.jpg
title,Ivan Kliun,1917.0,male,Soviet Union,Thyssen-Bornemisza Museum,Spain,,"img/img_512/Composition (Kliun, 1917).png",http://commons.wikimedia.org/wiki/Special:FilePath/Composition%20%28Kliun%2C%201917%29.png
title,Willem van Aelst,,male,Dutch Republic,Thyssen-Bornemisza Museum,Spain,,img/img_512/Willem van Aelst - Still-Life with Fruit - WGA0044.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20van%20Aelst%20-%20Still-Life%20with%20Fruit%20-%20WGA0044.jpg
title,Jan Fyt,,male,Spanish Netherlands,Thyssen-Bornemisza Museum,Spain,,img/img_512/Jan Fyt - Vase of Flowers and two Bunch of Asparagus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Fyt%20-%20Vase%20of%20Flowers%20and%20two%20Bunch%20of%20Asparagus.jpg
title,Wassily Kandinsky,1943.0,male,France,Thyssen-Bornemisza Museum,Spain,,"img/img_512/Kandinsky - Alrededor de la línea, 1943.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Alrededor%20de%20la%20l%C3%ADnea%2C%201943.jpg
title,Alessandro Magnasco,1720.0,male,Republic of Genoa,Hermitage Museum,Russia,,img/img_512/Alessandro Magnasco - Mountainous Landscape - WGA13853.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alessandro%20Magnasco%20-%20Mountainous%20Landscape%20-%20WGA13853.jpg
title,Pieter Claesz,,male,Southern Netherlands,Hermitage Museum,Russia,,img/img_512/Pieter Claesz. - Still-life - WGA4968.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Claesz.%20-%20Still-life%20-%20WGA4968.jpg
title,Lucas Cranach the Elder,,male,Holy Roman Empire,Hermitage Museum,Russia,,"img/img_512/'Portrait of a Knight and his Two Sons' by Lucas Cranach the Elder, Hermitage.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/%27Portrait%20of%20a%20Knight%20and%20his%20Two%20Sons%27%20by%20Lucas%20Cranach%20the%20Elder%2C%20Hermitage.JPG
title,Corneille de Lyon,,male,France,,,,img/img_512/Corneille de Lyon - Portrait of Anne Stuart - Bristol Museum & Art Gallery.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Corneille%20de%20Lyon%20-%20Portrait%20of%20Anne%20Stuart%20-%20Bristol%20Museum%20%26%20Art%20Gallery.jpg
title,Ernst Ludwig Kirchner,1922.0,male,German Reich,Thyssen-Bornemisza Museum,Spain,,img/img_512/Ernst Ludwig Kirchner - Desnudo femenino sentado. Estudio (reverso).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Ludwig%20Kirchner%20-%20Desnudo%20femenino%20sentado.%20Estudio%20%28reverso%29.jpg
title,Anthony van Dyck,,male,Spanish Netherlands,Église du Musée des Augustins de Toulouse,France,,img/img_512/Augustins - Le Miracle de la mule - Antoine van Dyck 2004 1 44.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Le%20Miracle%20de%20la%20mule%20-%20Antoine%20van%20Dyck%202004%201%2044.jpg
title,Jan van Huysum,1722.0,male,Dutch Republic,Hermitage Museum,Russia,,img/img_512/Jan van Huijsum - Flowers - WGA11820.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Huijsum%20-%20Flowers%20-%20WGA11820.jpg
title,Camille Pissarro,1882.0,male,France,Norton Simon Museum,United States of America,,"img/img_512/Camille Pissarro - Le Marché à la volaille, Pontoise - 1882.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Camille%20Pissarro%20-%20Le%20March%C3%A9%20%C3%A0%20la%20volaille%2C%20Pontoise%20-%201882.jpg
title,Bartolomé Esteban Murillo,,male,Spain,Hermitage Museum,Russia,,img/img_512/Bartolomé Esteban Perez Murillo - Baking of Flat Cakes - WGA16350.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20-%20Baking%20of%20Flat%20Cakes%20-%20WGA16350.jpg
title,Jan Fyt,,male,Spanish Netherlands,Hermitage Museum,Russia,,img/img_512/Jan Fyt - Still Life with Fruit and Parrot.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Fyt%20-%20Still%20Life%20with%20Fruit%20and%20Parrot.jpg
title,Johann Friedrich Grooth,1750.0,male,Russian Empire,Hermitage Museum,Russia,,"img/img_512/Johann Friedrich Grooth - Stilleven van vlees, vis en groenten op een deels gedekte tafel - ГЭ-2522 - Hermitage Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Friedrich%20Grooth%20-%20Stilleven%20van%20vlees%2C%20vis%20en%20groenten%20op%20een%20deels%20gedekte%20tafel%20-%20%D0%93%D0%AD-2522%20-%20Hermitage%20Museum.jpg
title,Pieter Aertsen,,male,Habsburg Netherlands,Hermitage Museum,Russia,,img/img_512/Pieter Aertsen — Seller of game (2684×3840).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Aertsen%20%E2%80%94%20Seller%20of%20game%20%282684%C3%973840%29.jpg
title,George Dawe,1822.0,male,United Kingdom of Great Britain and Ireland,Hermitage Museum,Russia,,img/img_512/Tuchkov 1 N A.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tuchkov%201%20N%20A.jpg
title,Nectarius Kulyuksin,1679.0,male,,Hermitage Museum,Russia,,img/img_512/John the Evangelist in Silence by Nectarius Kulyuksin 1679.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20the%20Evangelist%20in%20Silence%20by%20Nectarius%20Kulyuksin%201679.jpg
title,Gavriil Yakovlev,1848.0,male,Russian Empire,Hermitage Museum,Russia,,"img/img_512/Yulia Vas.Telyakovskaya by G.Yakovlev (1848, Hermitage).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Yulia%20Vas.Telyakovskaya%20by%20G.Yakovlev%20%281848%2C%20Hermitage%29.jpg
title,George Dawe,1825.0,male,United Kingdom of Great Britain and Ireland,Hermitage Museum,Russia,,img/img_512/Stroganov P A.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Stroganov%20P%20A.jpg
title,Philips Angel,1700.0,male,Dutch Republic,National Museum in Warsaw,Poland,,img/img_512/Angel Simple meal.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Angel%20Simple%20meal.jpg
title,Alexander Adriaenssen,,male,Habsburg Netherlands,museum storage,,,"img/img_512/Alexander Adriaenssen, Martwa natura z krewetkami i krabami na cynowym talerzu.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Adriaenssen%2C%20Martwa%20natura%20z%20krewetkami%20i%20krabami%20na%20cynowym%20talerzu.jpg
title,Piet Mondrian,1906.0,male,Kingdom of the Netherlands,Cleveland Museum of Art,United States of America,,img/img_512/Chrysanthemum by Piet Mondrian (Cleveland).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Chrysanthemum%20by%20Piet%20Mondrian%20%28Cleveland%29.jpg
title,Piet Mondrian,1919.0,male,Kingdom of the Netherlands,Kunstmuseum Den Haag,Netherlands,,"img/img_512/Mondrian Compositie Dambord, donkere Kleuren.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Mondrian%20Compositie%20Dambord%2C%20donkere%20Kleuren.jpg
title,Piet Mondrian,1920.0,male,Kingdom of the Netherlands,Wilhelm-Hack-Museum,Germany,,"img/img_512/Mondrian, Compositie B.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Mondrian%2C%20Compositie%20B.jpg
title,Piet Mondrian,1914.0,male,Kingdom of the Netherlands,Kunstmuseum Den Haag,Netherlands,,"img/img_512/Composition No IV, by Piet Mondriaan.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Composition%20No%20IV%2C%20by%20Piet%20Mondriaan.jpg
title,Piet Mondrian,1919.0,male,Kingdom of the Netherlands,Kröller-Müller Museum,Netherlands,,img/img_512/Compositie met raster 6 Mondriaan.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Compositie%20met%20raster%206%20Mondriaan.jpg
title,Egbert van der Poel,,male,County of Holland,museum storage,,,img/img_512/Poel A slaughterhouse.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Poel%20A%20slaughterhouse.jpg
title,Piet Mondrian,1918.0,male,Kingdom of the Netherlands,Kunstmuseum Den Haag,Netherlands,,img/img_512/Mondrian Losangique met grijze lijnen.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Mondrian%20Losangique%20met%20grijze%20lijnen.jpg
title,Piet Mondrian,1900.0,male,Kingdom of the Netherlands,Kunstmuseum Den Haag,Netherlands,,img/img_512/Mondrian Meisjesportret met bloemen.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Mondrian%20Meisjesportret%20met%20bloemen.jpg
title,Henri Rousseau,1908.0,male,France,Hermitage Museum,Russia,,img/img_512/Henri Rousseau - In a Tropical Forest. Struggle between Tiger and Bull.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Rousseau%20-%20In%20a%20Tropical%20Forest.%20Struggle%20between%20Tiger%20and%20Bull.jpg
title,Pieter van den Bosch,,male,Dutch Republic,Hermitage Museum,Russia,,"img/img_512/Pieter van den Bosch - Stilleven met brood, wijn en hazelnoten op een zilveren schaal - ГЭ-2872 - Hermitage Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20van%20den%20Bosch%20-%20Stilleven%20met%20brood%2C%20wijn%20en%20hazelnoten%20op%20een%20zilveren%20schaal%20-%20%D0%93%D0%AD-2872%20-%20Hermitage%20Museum.jpg
title,Jasper Geeraards,,male,,Hermitage Museum,Russia,,img/img_512/Jasper Geeraards - Dessert (Fruits and Glass of Wine).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jasper%20Geeraards%20-%20Dessert%20%28Fruits%20and%20Glass%20of%20Wine%29.jpg
title,Catarino Veneziano,,male,Republic of Venice,Hermitage Museum,Russia,,"img/img_512/1 Catarino. Coronation of the Virgin. (120x75) 1360s State Hermitage, Sanct Peterburg.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/1%20Catarino.%20Coronation%20of%20the%20Virgin.%20%28120x75%29%201360s%20State%20Hermitage%2C%20Sanct%20Peterburg.jpg
title,Gerard ter Borch,,male,Dutch Republic,Hermitage Museum,Russia,,img/img_512/Gerard ter Borch (II) - The Glass of Lemonade - WGA22118.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20ter%20Borch%20%28II%29%20-%20The%20Glass%20of%20Lemonade%20-%20WGA22118.jpg
title,Camille Pissarro,1878.0,male,France,Van Gogh Museum,Netherlands,,img/img_512/Camille Jacob Pissarro - Still life with peonies and mock orange - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Camille%20Jacob%20Pissarro%20-%20Still%20life%20with%20peonies%20and%20mock%20orange%20-%20Google%20Art%20Project.jpg
title,Gaspar de Crayer,,male,Habsburg Netherlands,Église du Musée des Augustins de Toulouse,France,,img/img_512/Augustins - Job sur le tas de fumier - Gaspar de Crayer 2004 1 18.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Job%20sur%20le%20tas%20de%20fumier%20-%20Gaspar%20de%20Crayer%202004%201%2018.jpg
title,Félix Vallotton,1913.0,male,Switzerland,Hermitage Museum,Russia,,"img/img_512/'Portrait of Mr. Haasen' by Félix Vallotton, 1913, Hermitage.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/%27Portrait%20of%20Mr.%20Haasen%27%20by%20F%C3%A9lix%20Vallotton%2C%201913%2C%20Hermitage.JPG
title,Erasmus Quellinus II,,male,Southern Netherlands,Hermitage Museum,Russia,,"img/img_512/Erasmus Quellinus II, Daniel Seghers - Madonna and Child Framed a Garland of Flowers.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Erasmus%20Quellinus%20II%2C%20Daniel%20Seghers%20-%20Madonna%20and%20Child%20Framed%20a%20Garland%20of%20Flowers.jpg
title,Hermann tom Ring,,male,Germany,National Museum in Warsaw,Poland,,img/img_512/Ring Katharina von Hatzfeld.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ring%20Katharina%20von%20Hatzfeld.jpg
title,Camille Pissarro,1874.0,male,France,Musée d’Art et d’Histoire de Genève,Switzerland,,img/img_512/Gård i Montfoucault 1874.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A5rd%20i%20Montfoucault%201874.jpg
title,Joos van Cleve,,male,Southern Netherlands,National Museum in Warsaw,Poland,,img/img_512/Cleve Saint Reinhold Altar.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cleve%20Saint%20Reinhold%20Altar.jpg
title,Alexandre-François Desportes,1711.0,male,France,Hermitage Museum,Russia,,img/img_512/François Desportes - Still-Life with Dead Hare and Fruit - WGA06326.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Desportes%20-%20Still-Life%20with%20Dead%20Hare%20and%20Fruit%20-%20WGA06326.jpg
title,Erasmus Quellinus II,,male,Southern Netherlands,Hermitage Museum,Russia,,"img/img_512/Erasmus Quellinus II, Frans Ykens - Holy Family in a Wreath of Flowers.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Erasmus%20Quellinus%20II%2C%20Frans%20Ykens%20-%20Holy%20Family%20in%20a%20Wreath%20of%20Flowers.jpg
title,Maurice Denis,1908.0,male,France,Hermitage Museum,Russia,,img/img_512/Maurice Denis - The Story of Psyche - Fourth panel.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Maurice%20Denis%20-%20The%20Story%20of%20Psyche%20-%20Fourth%20panel.jpg
title,Alexander Keirincx,,male,Dutch Republic,Hermitage Museum,Russia,,img/img_512/Alexander Keirincx - Hunters in a Forest - WGA12109.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Keirincx%20-%20Hunters%20in%20a%20Forest%20-%20WGA12109.jpg
title,Dirck Wijntrack,,male,Netherlands,Hermitage Museum,Russia,,img/img_512/Dirck Wijntrack - Landschap met kippen voor een boerderij - ГЭ-1712 - Hermitage Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dirck%20Wijntrack%20-%20Landschap%20met%20kippen%20voor%20een%20boerderij%20-%20%D0%93%D0%AD-1712%20-%20Hermitage%20Museum.jpg
title,Fra Angelico,,male,Italy,Museo del Prado,Spain,,img/img_512/Virgen de la granada Fra Angelico.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Virgen%20de%20la%20granada%20Fra%20Angelico.JPG
title,Georges Lallemand,,male,France,National Museum in Warsaw,Poland,,img/img_512/Lallemant Georges and the bowl of broth.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lallemant%20Georges%20and%20the%20bowl%20of%20broth.jpg
title,Vincent van Gogh,1888.0,male,Kingdom of the Netherlands,Neue Pinakothek,Germany,,img/img_512/1888 van Gogh Sonnenblumen.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/1888%20van%20Gogh%20Sonnenblumen.jpg
title,Christopher Paudiß,,male,Germany,Hermitage Museum,Russia,,img/img_512/Christoph Paudiss - Still-Life - WGA17121.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Christoph%20Paudiss%20-%20Still-Life%20-%20WGA17121.jpg
title,János Rombauer,1841.0,male,Austrian Empire,Slovak National Gallery,Slovakia,,img/img_512/Ján Rombauer - Cheers^ - O 75 - Slovak National Gallery.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A1n%20Rombauer%20-%20Cheers%5E%20-%20O%2075%20-%20Slovak%20National%20Gallery.jpg
title,Zoltán Palugyay,1930.0,male,,Slovak National Gallery,Slovakia,,img/img_512/Krajina s kvetmi - Zolo Palugyay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Krajina%20s%20kvetmi%20-%20Zolo%20Palugyay.jpg
title,Chaïm Soutine,1923.0,male,France,Musée de l'Orangerie,France,,img/img_512/Soutine-2014-05.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Soutine-2014-05.jpg
title,Chaïm Soutine,1933.0,male,France,Musée de l'Orangerie,France,,img/img_512/Soutine-2014-12.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Soutine-2014-12.jpg
title,Chaïm Soutine,1933.0,male,France,Musée de l'Orangerie,France,,img/img_512/Soutine-2014-02.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Soutine-2014-02.jpg
title,Francesco Bacchiacca,,male,,Phoenix Art Museum,United States of America,,img/img_512/Adoration of the Shepherds by Bacchiacca 1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Adoration%20of%20the%20Shepherds%20by%20Bacchiacca%201.jpg
title,Jan Davidsz. de Heem,,male,Dutch Republic,National Museum in Warsaw,Poland,,img/img_512/Heem Still life with a lobster.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Heem%20Still%20life%20with%20a%20lobster.JPG
title,Hubert Wolfs,1924.0,male,Belgium,Mu.ZEE - Kunstmuseum aan Zee,Belgium,,img/img_512/Hubert Wolfs - Compositie (1924) - Mu.ZEE.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Wolfs%20-%20Compositie%20%281924%29%20-%20Mu.ZEE.jpg
title,Christian Berentz,1700.0,male,,National Museum in Warsaw,Poland,,img/img_512/Christian Berentz - Still life - 131519 - National Museum in Warsaw.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Berentz%20-%20Still%20life%20-%20131519%20-%20National%20Museum%20in%20Warsaw.jpg
title,Jacob van Es,1700.0,male,Habsburg Netherlands,Museum of Fine Arts of Rennes,France,,img/img_512/Jacob Foppen van Es - Still life with squirrel.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Foppen%20van%20Es%20-%20Still%20life%20with%20squirrel.jpg
title,Stuart Park,1890.0,male,United Kingdom,Yale Center for British Art,United States of America,,img/img_512/Stuart Park - White Hydrangea - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Stuart%20Park%20-%20White%20Hydrangea%20-%20Google%20Art%20Project.jpg
title,Frederick Sandys,1866.0,male,United Kingdom of Great Britain and Ireland,Yale Center for British Art,United States of America,,img/img_512/Frederick Sandys - Grace Rose - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Frederick%20Sandys%20-%20Grace%20Rose%20-%20Google%20Art%20Project.jpg
title,Jacques-Laurent Agasse,1848.0,male,Republic of Geneva,Yale Center for British Art,United States of America,,img/img_512/Jacques-Laurent Agasse - Studies of Summer Flowers - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Laurent%20Agasse%20-%20Studies%20of%20Summer%20Flowers%20-%20Google%20Art%20Project.jpg
title,Paul Weber,1867.0,male,Grand Duchy of Hesse,,,,img/img_512/Paul Weber Gartenhaus zwischen Bäumen.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Weber%20Gartenhaus%20zwischen%20B%C3%A4umen.jpg
title,Worthington Whittredge,,male,United States of America,,,,img/img_512/Wittredge Worthington Peaches 1894.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wittredge%20Worthington%20Peaches%201894.jpg
title,"William Louis Sonntag, Sr.",1855.0,male,United States of America,,,,"img/img_512/Fishing on the Potomac, Eastern Panhandle, West Virginia -Sonntag.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Fishing%20on%20the%20Potomac%2C%20Eastern%20Panhandle%2C%20West%20Virginia%20-Sonntag.jpg
title,Mateusz Tokarski,1795.0,male,,National Museum in Warsaw,Poland,,img/img_512/Mateusz Tokarski - Still life with peas - MP 3411 - National Museum in Warsaw.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Mateusz%20Tokarski%20-%20Still%20life%20with%20peas%20-%20MP%203411%20-%20National%20Museum%20in%20Warsaw.jpg
title,John Atkinson,1771.0,male,,Yale Center for British Art,United States of America,,img/img_512/John Atkinson - Girl Bundling Asparagus - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Atkinson%20-%20Girl%20Bundling%20Asparagus%20-%20Google%20Art%20Project.jpg
title,George Chinnery,1835.0,male,United Kingdom of Great Britain and Ireland,Yale Center for British Art,United States of America,,img/img_512/George Chinnery - An English Family in Macao - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Chinnery%20-%20An%20English%20Family%20in%20Macao%20-%20Google%20Art%20Project.jpg
title,John Constable,1821.0,male,United Kingdom,Yale Center for British Art,United States of America,,img/img_512/John Constable - Cloud Study - Google Art Project (2442698).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20-%20Cloud%20Study%20-%20Google%20Art%20Project%20%282442698%29.jpg
title,John Constable,1821.0,male,United Kingdom,Yale Center for British Art,United States of America,,img/img_512/John Constable - Cloud Study - B1981.25.148 - Yale Center for British Art.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20-%20Cloud%20Study%20-%20B1981.25.148%20-%20Yale%20Center%20for%20British%20Art.jpg
title,Frances Anne Hopkins,1877.0,female,United Kingdom of Great Britain and Ireland,,,,img/img_512/FAH Red River Expedition.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/FAH%20Red%20River%20Expedition.jpg
title,J. M. W. Turner,1826.0,male,United Kingdom of Great Britain and Ireland,Yale Center for British Art,United States of America,,img/img_512/Turner - Port Rusdael.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Turner%20-%20Port%20Rusdael.jpg
title,Monogrammist JHV,,male,,museum storage,,,img/img_512/Monogrammist JHV Still life with a lobster.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Monogrammist%20JHV%20Still%20life%20with%20a%20lobster.jpg
title,Richard Dadd,1860.0,male,United Kingdom of Great Britain and Ireland,Yale Center for British Art,United States of America,,img/img_512/Richard Dadd - Negation - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Dadd%20-%20Negation%20-%20Google%20Art%20Project.jpg
title,Edward William Cooke,,male,United Kingdom of Great Britain and Ireland,Yale Center for British Art,United States of America,,img/img_512/Edward William Cooke - Toulon (?) - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20William%20Cooke%20-%20Toulon%20%28%3F%29%20-%20Google%20Art%20Project.jpg
title,Frederick Nash,1825.0,male,United Kingdom of Great Britain and Ireland,Yale Center for British Art,United States of America,,img/img_512/Frederick Nash - London from Islington Hill - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Frederick%20Nash%20-%20London%20from%20Islington%20Hill%20-%20Google%20Art%20Project.jpg
title,Alexander Marshal,,male,,Yale Center for British Art,United States of America,,img/img_512/Alexander Marshal - Flowers in a Delft Jar - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Marshal%20-%20Flowers%20in%20a%20Delft%20Jar%20-%20Google%20Art%20Project.jpg
title,Juan de Arellano,,male,Spain,Gemäldegalerie Alte Meister,Germany,,"img/img_512/Juan de Arellano, Blumenstillleben (Dresden).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Arellano%2C%20Blumenstillleben%20%28Dresden%29.jpg
